NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 316 NA 316.1538 317 NA NA NA NA NA NA NA 317 317.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 316 316 316 316 316 316.25 316.6875 317 NA NA 317 317 317 317 317 317.5454 318 318 318 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 316 316 316 316 316 316 316 316 316.125 316.75 317 317 317 317 317 317 317.0625 317.4375 317.875 318 318 318 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 315.3846 315.9375 316 316 316 316 316 316 316 316 316 316.75 317 317 317 317 317 317 317 317.125 317.5625 317.9375 318 318 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 315 315 315 315 315 315.625 316 316 316 316 316 316 316 316 316 316.4375 316.5625 316.9375 317 317 317 317 317 317 317.0625 317.625 318 318 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA 314 314 NA NA NA NA 314.6667 314.9375 315 315 315 315 315 315 315.125 315.75 316 316 316 316 316 316 316 316 316 316 316.5 317 317 317 317 317 317 317 317.1875 317.9375 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA 314 314 314 314 314 314 314 314.3125 314.75 315 315 315 315 315 315 315 315.5 315.9375 316 316 316 316 316 316 316 316 316 316.5 317 317 317 317 317 317 317 317 317.6875 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA 313 313 313 313.125 313.5 313.625 314 314 314 314 314 314 314.3125 314.75 315 315 315 315 315 315 315.0625 315.625 316 316 316 316 316 316 316 316 316.25 316.5625 317 317 317 317 317 317 317 317 317.375 317.875 318 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 312.1 312.5 313 313 313 313 313 313 313 313 313.25 313.875 314 314 314 314 314 314 314.25 314.8125 315 315 315 315 315 315 315.25 315.625 316 316 316 316 316 316 316 316.25 317 317 317 317 317 317 317 317 317 317.0625 317.5 318 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 312 312 312.125 312.5 312.875 313 313 313 313 313 313 313 313.5 313.875 314 314 314 314 314 314 314.375 314.875 315 315 315 315 315 315 315.25 315.8125 316 316 316 316 316 316 316.25 316.625 317 317 317 317 317 317 317 317 317 317.25 317.9375 318 318 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 312 312 312 312 312 312.25 312.6875 312.875 313 313 313 313 313 313 313.375 313.75 314 314 314 314 314 314 315 315 315 315 315 315 315 315.1875 315.9375 316 316 316 316 316 316 316 316.1875 316.6875 316.75 316.75 316.75 316.75 316.9375 317 317 317 317.0625 317.5625 317.75 317.75 317.75 317.6364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA 311.875 312 312 312 312 312 312 312 312.3125 312.5625 312.875 313 313 313 313 313 313.125 313.75 314 314 314 314 314.5625 314.875 315 315 315 315 315 315.0625 315.625 316 316 316 315.75 315.8125 316 316 316 316 316 316 316 316 316.25 316.9375 317 317 317 317 317 317 317 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA 311.2857 311.6875 311.875 312 312 312 312 312 312 312 312.25 312.75 312.9375 313 313 313 313 313.25 313.8125 314 314 314 314.25 314.9375 315 315 315 315 315 315 315.375 315.875 316 315.5 315.0625 315.9375 316 316 316 316 316 316 316 316 316.0625 316.6875 317 317 317 317 317 317 317 317 NA NA NA 317.6364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA 311 311 311 311.3125 311.75 312 312 312 312 312 312 312 312.1875 312.6875 313 313 313 313 313 313.3125 313.875 314 314 314.125 314.625 315 315 315 315 315 315 315 315.5 315.4375 315 315 315.5 315.875 316 316 316 316 316 316 316 316 316.875 317 317 317 317 317 317 317 317 317 317 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 311 311 311 311 311.1875 311.625 311.9375 312 312 312 312 312 312 312.0625 312.625 313 313 313 313 313.25 314 314 314 314 314.25 314.8125 315 315 315 315 315 315 315 315 315 315 315.0625 315.6875 316 316 316 316 316 316 316 316 316.5 316.9375 317 317 317 317 317 317 317 317 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA 311 311 311 311 311 311.0625 311.25 311.625 312 312 312 312 312 312 312.25 312.8125 313 313 313 313.9375 314 314 314 314 314 314.5625 315 315 315 315 315 315 315 315 315 315 315.0625 315.75 316 316 316 316 316 316 316 316 316.25 316.625 317 317 317 317 317 317 317 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA 310.3333 310.75 310.9375 311 311 311 311 311 311.125 311.625 312 312 312 312 312 312 312.5 313 313 313.0625 313.75 314 314 314 314 314 314.125 314.625 315 315 315 315 315 315 315 315 315 315 315.4375 315.9375 316 316 316 316 316 316 316 316 316.125 316.6875 317 317 317 317 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 310 310 310 310 310.375 310.6875 311 311 311 311 311 311.125 311.625 312 312 312 312 312 312.25 312.8125 313 313 313.25 313.875 314 314 314 314 314 314.5 315 315 314.8125 314.9375 315 315 315 315 315 315 315.125 315.75 316 316 316 316 316 316 316 316 316 316.125 316.6875 317 317 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA 309.9091 310 310 310 310 310 310 310.125 310.5 310.8125 311 311 311 311 311.1875 311.75 312 312 312 312 312.25 313 313 313 313.125 313.625 314 314 314 314 314 314.1875 314.875 314.5 314 314.6875 315 315 315 315 315 315 315 315.375 315.9375 316 316 316 316 316 316 316 316 316 316.125 316.5 316.8667 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA 309.375 309.3333 NA NA 309.7692 310 310 310 310 310.3125 310.875 311 311 311 311 311.3125 311.875 312 312 312 312.875 313 313 313 313 313.375 313.9375 314 314 314 314 314.0625 314.1875 314 314 314.5 315 315 315 315 315 315 315 315.0625 315.5625 315.9375 316 316 316 316 316 316 316 316 316 316 316.4375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA 309.6667 309.9375 310 310 310 310 310.375 310.875 311 311 311 311.0625 311.5625 312 312 312.0625 312.625 313 313 313 313 313.1875 313.875 314 314 314 314 314 314 314 314 314.125 314.8125 315 315 315 315 315 315 315 315.0625 315.625 316 316 316 316 316 316 316 316 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA 309 309 309 309 309.125 309.3125 309.8125 310 310 310 310 310.5 310.9375 311 311 311 311.25 311.875 312 312 312.375 312.9375 313 313 313 313.0625 313.75 314 314 314 314 314 314 314 314 314.0625 314.75 315 315 315 315 315 315 315 315 315.125 315.625 316 316 316 316 316 316 316 316 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA 308.5555 308.6875 309 309 309 309 309 309.375 309.75 310 310 310 310.0625 310.625 311 311 311 311.0625 312 312 312 312.1875 312.8125 313 313 313 313 313.4375 313.9375 314 314 314 314 314 314 314 314 314.3125 314.75 315 315 315 315 315 315 315 315 315.125 315.5 315.9375 316 316 316 316 316 316 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA 308 308.125 308.25 308.3125 308.75 309 309 309 309.3125 309.75 310 310 310 310.25 310.8125 311 311 311.25 311.25 311.8125 312 312.0625 312.25 312.3125 312.875 313 313 313.125 313.25 313.1875 313.4375 313.9375 314 314 314 314 314 314.0625 314.4375 314.9375 315 315 315 315 315 315 315 315 315.0625 315.5625 315.9375 316 316 316 316 316 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA 307.4 307.6875 308 308 308 308 308.5 308.875 309 309 309 309.375 309.9375 310 310 310 310.5625 311 311 311 311.0625 311.625 312 312 312 312.125 312.875 313 313 313 313 313 313.0625 313.625 314 314 314 314 314 314 314.0625 314.4375 314.875 315 315 315 315 315 315 315 315 315 315.1875 315.625 315.9375 316 316 316 315.7857 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA 307 307.125 307.4615 307.875 308 308 308.0625 308.4375 308.9375 309 309 309.0625 309.5625 310 310 310 310.3125 310.75 311 311 311 311.5 312 312 312 312.0625 312.625 313 313 313 313 313 313 313.125 313.75 314 314 314 314 314 314 314 314.5625 315 315 315 315 315 315 315 315 315 315 315 315.25 315.25 315 315 315 315 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA 307 307.4375 307.9375 308 308 308.0625 308.625 309 309 309 309.1875 309.8125 310 310 310 310.5 311 311 311 311.3125 311.9375 312 312 312 312.125 312.625 313 313 313 313 313 313 313.1875 313.5625 313.9375 314 314 314 314 314 314.375 314.75 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 NA NA 315 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA 307 307.0714 307.5 307.875 308 308 308.0625 308.5625 309 309 309 309.4375 309.9375 310 310 310.1875 310.8125 311 311 311.125 311.5 311.9375 312 312 312 312.125 312.75 313 313 313 313 313 313 313.0625 313.6875 314 314 314 314 314 314 314.5625 314.8125 314.9375 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 314.75 314.25 314 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA NA NA 307 307.1667 307.6667 308 308 308.2 308.5 308.875 309 309.0625 309.5 309.875 310 310.0625 310.5 310.875 311 311 311 311.3125 311.875 312 312 312 312.25 312.875 313 313 313 313 313 313 313.625 314 314 314 314 314 314 314 314 314.75 315 315 315 315 315 315 315 315 315 315 315 315 314.6875 314.25 314 314 314 314 NA 314 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 308 308.1875 308.4375 308.8125 309 309 309 309.3125 309.8125 310 310 310.1875 310.8125 311 311.0625 311.5 311.9375 312 312 312 312.375 312.6875 312.9375 313 313 313 313 313.5 314 314 314 314 314 314 314 314 314.25 314.4375 315 315 315 315 315 315 315 314.875 314.5 314.125 314 314 314 314 314 314 314 313.375 313 313 313 313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA NA NA NA 305.8571 306 306 306.7333 306.8333 307 NA 307.5454 307.75 308 308 308.1875 308.625 308.8125 309.0625 309.375 309.5 309.9375 310 310.0625 310.375 310.75 311 311 311.0625 311.3125 311.6875 311.875 312 312 312 312.375 312.9375 313 313 313 313.25 313.6875 314 314 314 314 314 314 314 314 314.8125 315 315 314.625 314 314.125 314.125 314 314 314 314 314 314 314 314 314 313.625 313 313 312.875 312.75 312.625 312.6875 312.1111 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA 305 NA 305 305.0625 305.6875 306 306 306.125 306.5625 306.75 307 307.0625 307.5625 307.875 308.0625 308.1875 308.75 309 309.25 309.4375 309.4375 309.5625 310.1875 310.3125 310.5 310.75 311 311 311 311.25 311.9375 312 312 312 312 312.1875 312.9375 313 313 313 313.0625 313.4375 313.9375 314 314 314 314 314 314 314 314.5 314.875 314.5 314 314 314 314 314 314 314 314 314 314 313.875 313.3125 313.0625 313 312.625 312.625 312.5625 312.25 312 312 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
NA NA NA NA NA NA NA NA 304.0714 304.5 304.875 305 305 305.0625 305.375 305.875 306 306 306.625 307 307 307 307.875 308 308 308 308.125 308.875 309 309.1875 309.6875 310 310 310 310.8125 311 311 311 311.5 312 312 312 312 312 312.1875 312.9375 313 313 313 313 313.3125 314 314 314 314 314 314 314 314 314 314.0625 314 314 314 314 314 314 314 314 314 313.8125 313 313 313 313 313 312.8125 312.6875 312.1875 312.1538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 
